epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,0.6420609223492005,0.6227974796475968,0.5821641534566879,0.6461167178587099
2,0.5254623828565373,0.73572543771607,0.5102009475231171,0.6970162351908732
3,0.46715535837061267,0.7783260845321736,0.4786556313435237,0.7318999561211057
4,0.4163402386886232,0.8166471506635441,0.4460567186276118,0.7806055287406757
5,0.3960295170545578,0.8281615925058547,0.4820533146460851,0.752961825362001
6,0.3753101906793959,0.8165216906434705,0.410235529144605,0.8336989907854322
7,0.32084814831614494,0.8639595182335229,0.38697941104571026,0.8336989907854322
8,0.2978130434365833,0.8704555592728895,0.41488000502189,0.7922334357174199
9,0.29193928026977706,0.8786104605776737,0.4256846010684967,0.811978938130759
10,0.2598648364929592,0.900105944016951,0.39774784445762634,0.8198771390960948
11,0.2248947250054163,0.9151053864168619,0.42675623546044034,0.8176831943835016
12,0.27533160287010316,0.8956590833054534,0.41405411312977475,0.8176831943835016
13,0.2000962636050056,0.9246542879446861,0.43441639343897503,0.8075910487055726
14,0.18401571078335538,0.9178515668562507,0.4701613038778305,0.8453268977621764
15,0.19734640348264398,0.9372978699676593,0.43009408315022785,0.7937691970162353
16,0.19334586490603053,0.9212529274004684,0.536953459183375,0.8141728828433523
17,0.15590231597204418,0.9580545332887254,0.47416868805885315,0.8497147871873629
18,0.17494179259109147,0.9331995093119215,0.41116632521152496,0.8176831943835016
19,0.14747322799966617,0.938650050184008,0.49797871708869934,0.7849934181658622
20,0.14951631782905145,0.9304533288725326,0.5841822922229767,0.811978938130759
21,0.23637668782954707,0.9199007471841196,0.6967688202857971,0.8185607722685388
22,0.16201739354908248,0.9345516895282704,0.5717899476488432,0.7784115840280825
23,0.12053500850657549,0.9635050741608118,0.5177089124917984,0.7915752523036419
24,0.14908935216953978,0.9437520910003345,0.5823699831962585,0.7806055287406757
25,0.1652069320655702,0.9365590498494479,0.49832896888256073,0.8497147871873629
26,0.08179856047568404,0.9713532954165273,0.5689656486113867,0.8591487494515138
27,0.09415685934329625,0.973053975688636,0.6520464271306992,0.8380868802106187
28,0.06344012111452792,0.9734024757443961,0.6211237162351608,0.8264589732338745
29,0.10864096495788544,0.9795500167280027,0.5916485091050466,0.7966213251426064
30,0.0898492028885384,0.9638535742165719,0.5013061016798019,0.8409390083369899
31,0.12454674210440476,0.961107393777183,0.5275920753677686,0.813295304958315
32,0.09027779105407022,0.9665997546559607,0.7606474136312803,0.7413339183852568
33,0.08429430767907486,0.9713532954165273,0.5147991180419922,0.8591487494515138
34,0.054667609103917665,0.9832998773279804,0.6819268812735876,0.8104431768319438
35,0.09201266611960497,0.9696526151444185,0.6687492032845815,0.8264589732338745
36,0.053320597791753244,0.9809021969443514,0.6614749083916346,0.8402808249232119
37,0.05909587938153623,0.9734024757443961,0.765681063135465,0.8497147871873629
38,0.057144675145215894,0.9846520575443292,0.6412980382641157,0.8409390083369899
